Country Name,Country Code,Indicator Name,Indicator Code,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,12896010459.3711,12705350097.8044,12986007425.8781,13147736898.5176,14904517649.8476,16095337093.8366,18737895512.7378,25825512284.2891,31958195182.2406,35895153327.8497,42347217912.9176,45405615063.7551,46869473150.61,56396704671.5777,61671440407.8387,68285796514.2896,70120446896.8359,74815144163.8931,82036510877.2599,92202979985.2863,100378436207.371,100657505750.545,109703658904.994,114448978152.637,107500884685.013,120339557905.932
Kyrgyz Republic,KGZ,GDP (current US$),NY.GDP.MKTP.CD,1249061487.01457,1369688498.06778,1525116370.27939,1605643104.73021,1919008090.49641,2211534585.0034,2460246766.41401,2834168889.42019,3802570552.56105,5139958909.17936,4690061380.60253,4794361863.01353,6197765984.28468,6605142884.36215,7335033800.59056,7468102412.68237,6678177511.66313,6813095379.1187,7702938379.42036,8271106235.41552,9371275264.36735,8270468614.24051,9249133946.26531,12134931017.9465,15180842369.4894,17478259659.2625
Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,3517242477.2548,3694168979.32019,4145665969.92864,4501227626.62752,5046693484.31767,5883297159.87352,7066296463.3598,8350531016.65753,10127916459.8983,12174303999.0812,12502901169.7377,13808673288.0696,16032622023.8265,17826536699.8016,19807135252.8649,22041463967.9009,24174170369.0738,26556545153.3573,29355665909.7905,33145892168.8958,36685356407.7206,34818073901.4851,36790163687.4421,39994532959.6074,42335646895.7984,46352647037.2406
Kiribati,KIR,GDP (current US$),NY.GDP.MKTP.CD,77323978.1928449,74910527.2586758,64935850.1573877,74743869.1313473,96105619.3795504,104085892.133271,113895437.324786,112338353.264712,138054945.643442,147017894.97877,140177384.145395,165458433.127645,195970140.170383,207001545.867109,201730860.757856,200287281.98074,191559398.688293,206467818.503227,222875736.343445,233514717.441266,216985388.322754,220898020.418627,285259881.131951,270040453.254018,288610747.738991,307862564.489711
St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,406595484.373262,421695769.843918,458643829.014199,481077373.669966,469869869.86987,506900000.0,547203703.703704,644414814.814815,689285185.185185,777692592.592593,774274074.074074,778718518.518518,836092592.592593,824585185.185185,874548148.148148,952111111.111111,957222222.222222,1006818518.51852,1056977777.77778,1076548148.14815,1107855555.55556,883922222.222222,858622222.222222,981429629.62963,1055651851.85185,1122388888.88889
"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,515697079289.011,597487173479.109,567564806235.441,650014391470.21,728516494684.269,823251107638.814,971740329983.878,1095175538508.19,1220911904593.06,1091580692542.34,983065242417.36,1192830015737.68,1307103477219.1,1335343586437.67,1434669686501.84,1556252422020.44,1539212301135.55,1579150518945.44,1710196756713.17,1824251454306.83,1751045752054.63,1744070276373.34,1942313560965.9,1799363116866.52,1844800934391.54,1875388209406.8
Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,30122365849.2518,37718743480.0751,34889559869.8326,38135788413.8276,47874582231.588,59439090600.6108,80798630136.9863,101557330723.423,114634043361.692,147379737229.753,105968691905.415,115416245241.742,154039231245.856,174047662680.041,174168116534.844,162650450684.725,114585555688.511,109406674124.652,120687539805.505,138646316350.727,140856394860.529,111045470605.715,148350671489.144,183502046693.878,165384407116.233,160227273053.334
Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,1795962372594.49,1986485863896.03,1935500709591.52,1740548664257.26,1776708359686.86,2025108884606.03,2450494745878.24,2858411217887.57,3374742715849.93,3900603654602.57,3612494780540.35,4518755264794.34,5277645172887.88,5250558584752.47,5385615104389.87,5405172001075.22,4578739613722.79,4438833899168.87,4960873741744.95,4816735877469.79,4748616176252.64,3991303751042.44,4637976019252.06,5336050967302.51,6014673692976.05,6168787362595.33
Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,1454430642.44959,1731198022.46763,1768619058.34647,1758176653.07746,2023324407.28414,2366398119.86321,2735558734.7379,3455030060.9785,4223152739.04052,5446433157.40114,5836137329.63305,7131771014.70456,8750104617.17303,10192846339.4029,11983252626.5452,13279245886.3854,14426380125.6488,15912501722.6143,17071155481.4994,18141641089.7963,18740561512.5555,18981805250.2424,18827148530.9347,15468785203.7532,15843155731.2552,16502933121.3379
Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,17391056369.2265,17260364842.4544,17649751243.7811,19152238805.9701,20082918739.6352,21159827992.0398,21497336498.8391,22022709851.4096,24827355014.9254,29118916105.4726,35399582928.6899,38443907042.1227,39927125961.5257,44016799515.7546,46880103080.597,48095213746.6003,49929337836.8159,51147308774.1294,53027680685.9038,54901519155.5556,51605959131.2741,31712128253.7961,23131941556.7843,20992421948.8081,20078620356.9931,
Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,441800000.0,874000000.0,906000000.0,927000000.0,748000000.0,897000000.0,949000000.0,1119000000.0,1373000000.0,1726000000.0,1768000000.0,1998000000.0,2398000000.0,2791614000.0,3177198100.0,3225652000.0,3227075700.0,3398419600.0,3390703400.0,3422754800.0,3319596500.0,3176126300.0,3513049500.0,4001047000.0,4390000000.0,4779300900.0
Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,35975860857.1164,38270954138.1128,34112093927.254,20481889763.7795,26265625000.0,33122307692.3077,47334691241.4924,60094231606.642,68032978390.6007,86710767415.1371,60808562033.4191,75380825062.4216,48169263294.1007,92540938129.1315,75351107029.0605,57372355592.022,48717501321.3052,49912073701.298,67157452181.7738,76686029772.1483,69254496471.6938,46854285440.642,35217995647.2862,43246297921.8499,44027664915.187,48487151215.345
St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,921851851.851852,932592592.592592,892592592.592592,900000000.0,987407407.407407,1066666666.66667,1135555555.55556,1268319185.18519,1336088814.81481,1437731111.11111,1401507888.88889,1482385185.18519,1568370370.37037,1598207407.40741,1660392592.59259,1749185185.18518,1807640740.74074,1868544444.44444,1998503703.7037,2060955555.55556,2095344444.44444,1499274074.07407,1867185185.18518,2342714814.81481,2430166666.66667,2549062962.96296
Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,2107674084250.93,2326960774300.02,2282616677666.16,2052785902058.93,2091901136740.59,2405470231955.35,2903225603459.67,3397326808458.12,3998763004207.04,4644093134666.99,4357538584711.37,5397900660485.76,6139415369063.72,6202552292365.06,6252550709058.29,6217846355596.35,5289615626446.62,5148746106826.83,5715057427671.23,5581100995040.84,5473432644126.84,4627348896643.87,5382862734265.64,6144995160894.64,6910660006084.82,7110323254687.35
Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,197805141980.577,224563948593.224,216585977130.125,238996622513.994,270939350485.977,311791760903.57,370633296538.89,430714424840.413,517254081241.054,635557886673.675,628162084945.036,711250147781.566,810122964149.02,849599155573.471,924685867947.027,993379212416.681,946044369982.556,952622086763.392,1044504274790.04,1116339519831.8,1169366192253.69,1179778077659.19,1303898952961.36,1474237106700.91,1459966948607.94,1536272727812.71
Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,93786312226.4979,116766456835.92,109982758250.167,122332129722.928,136842895163.453,159851128459.564,193441903012.909,224500542226.204,271818539738.554,324480751168.2,314283743126.396,354666141780.162,384118933677.744,351076378355.804,359280509583.968,378789607464.815,361782469708.524,317624904429.654,326806567421.383,341989728902.808,352056761148.886,339434568554.002,375494019860.55,434268149844.662,434043376409.571,469282282632.522
Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,2664105901.18863,2483889858.32312,2491800558.77674,2688618747.38148,3070803051.42164,3454373797.74442,3659319116.88057,4000102086.14635,4601429897.21468,5081479840.08716,4504375348.07038,5082337238.44718,5739706004.89616,5456102482.28614,6391708310.67727,6657526979.72277,6268515276.17441,6237302033.50132,6474308717.85289,6692620691.84146,6436467007.11932,6405870210.32293,7912602342.18895,7426856242.7736,8239379403.22096,
Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,15711933513.2831,16595882818.6857,15749753804.8344,16536535647.0834,18881765437.2151,20662525941.2985,24405791044.7761,28267410542.5164,32350238760.4239,40713826215.0093,42066224093.0065,58636049434.1871,67753285896.6254,70447217163.7784,76976203829.4765,82531125190.5224,85090301052.0465,88000211171.5956,94369350285.5814,94450015982.8405,88998706296.5783,84335574581.5072,88556698937.7033,74143020262.8076,83716142582.1945,98963185509.6499
Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,1125872529409.91,1188901754149.27,1200797924687.21,1268651516969.16,1440541629623.4,1658632867564.48,1911233818659.46,2239017341158.09,2739324307629.08,3030654277104.28,3161039130467.91,3803232283642.59,4244475908827.19,4486071662557.55,4743115979872.43,5122618957687.69,5110516313268.72,5319173245722.59,5770458203695.0,6022782110520.98,6527442965633.65,6297797215276.78,7124669005626.3,7588963714927.97,7684634708973.7,7941312381464.47
Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,5213581699462.51,5671239614656.74,5681863488447.16,5796572765879.18,6490136867597.5,7615565811852.92,8995715621844.56,10593347613572.9,13011853510452.5,15453988213684.3,15495760307663.9,18849216312613.7,22198034859579.4,23600257695748.4,25060996541842.2,26234553744932.3,25457289049147.5,25722739836843.3,28123682410171.2,29945950603040.9,30863484502772.9,29882663470187.9,35235417682028.0,36965295357847.5,38059330027172.9,39397098753614.4
Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,912773681.050642,887291687.920796,825706961.238689,775777238.55814,1157825434.78971,1511236655.52047,1682343527.49221,1800092563.75462,1682131784.51365,1766902709.19935,1740894964.80511,2234754241.91918,2579409619.96722,2477702216.26888,2367112931.642,2441063054.05792,2359686724.53829,2114426452.2019,2306741672.29006,2556247291.99785,2390702295.82777,2053699863.99625,2412130056.55851,2354980960.02697,2117962445.37471,2271759454.51107
Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,3122215745185.94,3427507985097.52,3545543381138.98,3760831882469.91,4286645021053.17,5151932849607.4,6211017343931.32,7496022909104.78,9445303058887.28,11750024639145.1,11368232780191.9,13679708028983.9,16665376541950.8,17836300107332.0,19233518032034.2,19998109576538.4,18797219107172.1,18841937712407.0,20889290142886.5,22907660419321.1,23366567397285.6,22869539211355.0,27284231194748.9,28550398557203.3,28934446547714.4,29979152245112.6
Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,11022095813.552,11550695727.2335,12260761329.3051,14282292664.6004,18809197969.5431,22743164431.1972,26105207115.3129,30116192746.8942,39729151614.6689,47831254207.5223,37494380038.9213,36638128534.0643,43186501862.7907,42709372066.8627,46303660422.0434,48306546656.9281,41540954817.2039,42970749245.0336,47756764508.446,54261795148.5372,55122066225.796,57412038533.2718,67037321008.9679,71033884499.7824,79789877416.1681,84869215513.3648
Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,21899317598.8414,21230182989.3036,21387533703.2327,23649833332.1655,29667268248.1305,35064843792.8993,37672280120.4794,42910146296.0646,51587401415.7872,58844277701.5258,54467289897.5582,56213985987.4168,61696281326.2453,59776383527.3602,65203276466.9763,68804811897.6445,60071584216.1375,62216885435.9488,65712180342.9836,71085623495.1145,69872035113.6469,73670782100.3909,86386759695.1653,80801680397.0139,88788881539.3937,93279851863.4062
Latvia,LVA,GDP (current US$),NY.GDP.MKTP.CD,7324192889.74297,7761252607.18424,8190888739.6463,9249030241.01864,11244337719.8377,13827070378.5612,16306935905.4138,20434922247.3037,29420499247.7089,34135200994.0067,25691530442.035,23468324572.3343,26575547900.8247,27116149948.6683,29152128167.8438,30277203767.4058,26344565876.8902,27117105059.5075,29391059767.4259,33247935477.3576,33099503950.847,33379927434.6149,38183326784.9335,38003198508.9107,42779550936.838,43684254432.3609
"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,6547169929.36554,6773944355.1502,6860272608.45211,7371692774.43404,8246479565.94248,10643253553.184,12160056122.3757,14874098691.9082,18439981612.4086,21027018332.6663,21589540350.7115,28244172833.6035,36848881944.6939,43193350975.6862,51559125350.236,54930501310.2956,44940613353.1038,44964868323.7558,50297028370.6668,55076322634.344,55025172016.004,25280064167.7333,30633941629.3633,24929307447.3237,45626467279.891,49467258923.3244
St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,775875748.523832,,,772921958.529509,,,,,652206037.103874,,649206262.847519,,,
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,46266428648.1433,43017455401.8445,43831480207.6444,47077192187.6418,58029363354.2757,66114145451.0067,68852658068.6673,75883823300.8545,86947913286.728,101822906949.063,101154952240.881,100865329473.44,110080631332.375,106937392311.129,115739287305.08,119130841411.664,110413823841.592,111572947004.917,118540573367.844,127341147581.818,128920266409.458,121353645057.144,142022058447.231,131245312804.483,146036093666.762,160610994054.734
Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,2907118641.17756,2654462665.26893,2673723033.71239,2919647981.81473,3597089750.78276,4043551488.82603,4204652898.73103,4586826512.71356,5875790766.2621,6502942244.93068,5474379252.34114,5367561569.59548,6088689808.38347,5742749294.00852,6555591709.88585,7070017323.65476,6264756528.37691,6471290793.55029,6430254652.58934,7184333936.01355,7383496254.23721,6730736282.78961,8623242743.29564,8800430486.17137,10003892565.2005,11125783372.4794
Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,1170782957.37443,1288429391.79951,1480673594.05602,1661818168.4226,1980907434.76826,2598249555.89984,2988342907.03096,3408255450.5509,4401173151.93767,6054824248.24221,5439434271.78807,6974982369.60155,8414352020.49442,8709138634.82921,9496717875.51932,9402090137.7423,7797667196.73087,7980917075.7748,9514404016.20949,11252353420.8798,11736797054.6965,11530746234.4492,13691869264.0794,14525337523.7271,16711906746.2133,18200340853.6517
Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,4277903780.29131,4629247203.84524,5438332601.90798,5351701663.40807,6372498889.66585,5064732626.29389,5859269752.61332,6395712490.94304,8524620889.57747,10725137723.6549,9616879409.43789,9982711338.07029,11551819617.874,11578975061.9479,12423555455.3853,12522957399.2281,11323020701.3017,11848613858.442,13176313593.5509,13760033282.2925,14104664678.5063,13051441203.9474,14354731964.3258,15325603272.6097,15869945477.8505,17420501490.1231
Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,589239753.610875,624337145.284622,870031676.798793,897031250.0,1052121054.6875,1226829562.5,1163362437.5,1575200390.625,1868383460.9375,2271646187.5,2345294875.0,2588176054.6875,2774350240.04918,2886163997.20531,3295009237.50107,3697353039.20043,4129505319.12921,4409942623.85538,4816426256.52914,5404344162.69888,5726094799.37709,3712604583.36665,5252457369.55218,6177123352.26211,6621008703.95743,7061608267.25451
"Middle East, North Africa, Afghanistan & Pakistan",MEA,GDP (current US$),NY.GDP.MKTP.CD,954730386631.289,1098757920690.97,1090545600290.9,1084279807640.54,1208917725723.26,1425161843634.64,1696919964189.2,1984658175210.17,2340843268764.84,2889953352465.81,2605610958503.18,3041621845298.68,3662713826837.54,3951058204949.1,3915741985695.48,3955125832586.57,3558416509933.66,3624240285092.23,3795353115732.68,4050508431278.92,4019889117584.4,3587451756047.23,4310652927209.13,5030925398736.26,4905729965245.33,5094721946852.29
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,631249359702.389,742061329749.127,796064590549.136,810666116401.915,765549967703.273,819459227375.022,917571853529.104,1020265057882.01,1102355554971.95,1161553459715.1,943437415024.633,1105424238731.09,1229013703416.76,1255110424817.79,1327436290282.67,1364507717614.13,1213294467716.88,1112233497452.7,1190721475906.0,1256300182879.73,1304106203902.45,1121064767308.42,1316569466685.95,1466934724293.06,1798317581486.88,1856365616165.94
Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,113352100.0,114838500.0,122406100.0,131960000.0,131128500.0,132900000.0,138000000.0,143200000.0,150500000.0,146600000.0,151200000.0,161100000.0,172300000.0,180700000.0,186400000.0,186000000.0,183700000.0,201800000.0,213700000.0,220000000.0,232900000.0,241800000.0,261245544.433594,258723510.742188,263761322.021484,290108489.990234
Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,5120006885011.03,5556546271414.67,5573293851565.58,5676642577370.01,6355971327725.68,7458787938489.61,8806342066459.55,10373325425938.6,12745162554495.1,15135753455448.7,15187183923617.2,18500106536863.7,21818776039542.3,23251473713360.3,24703471814277.2,25857736813684.7,25097130636126.9,25404351578541.5,27795014626627.4,29601678469854.1,30509054766961.0,29540859400642.8,34855974285498.8,36528767758177.8,37622349618946.3,38925709373017.7
North Macedonia,MKD,GDP (current US$),NY.GDP.MKTP.CD,3863619284.77939,3772859034.20508,3709636030.66578,4018365747.00972,4946296599.08467,5682784471.69722,6258602872.67898,6861226971.55617,8336474973.72949,9909552434.51136,9401736825.42688,9407170321.37752,10494626767.6445,9745261300.57788,10817702346.0674,11362265252.778,10064519962.5655,10672467073.2873,11307067069.6658,12683068114.2388,12606338448.547,12361036913.8409,14000283827.0154,13932436550.0883,15855131188.9092,16951682245.4202
Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,4091446054.21272,3521570875.90793,4124281593.71774,4647238256.5683,5605613011.29045,6485774930.48034,7429066951.48251,8212007554.03129,9699047442.51269,11462490840.2784,12155217832.8781,12710739159.4045,15452791789.0031,14795114602.6396,15747192680.9101,17081681993.1695,15583181170.4105,16743796799.8329,18308362040.0521,20368015381.2413,20477421884.5414,20698560938.7775,22999245262.6719,22539987718.7642,24813860598.5307,26794747239.8805
Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,4111857809.11026,4036809815.46617,4070867133.21751,4455127414.45967,5418315224.40862,6104141520.0839,6393234992.55141,6749838805.58979,7908412305.62808,9135419464.96088,8734745697.93323,9097044159.26912,9789361703.07204,9609532089.16031,10796782636.1081,11888032873.8295,11340795042.0881,12025782834.1534,14161366724.1955,16153779510.9928,16337793530.7322,16404663226.4598,19739875611.4902,18928276162.4131,22610561526.1461,24971574502.4475
Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,8486832800.88498,8905066163.58643,6477790688.22844,6777632512.0781,10467109977.6717,10567354056.4049,11986972418.5103,14502553709.8303,20182477480.5512,31862554101.9378,36906181380.8127,49540813342.4834,59977326085.9908,59937796648.2158,60269732854.827,65531374210.3224,59607290408.4359,63298361983.5653,66053040475.0257,67860515993.1186,75065106243.3578,79006113670.2831,66345291149.4433,62253049903.28,66757619000.0,74068349523.8095
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,GDP (current US$),NY.GDP.MKTP.CD,515243741248.183,577555414244.499,580413513039.634,564911705200.042,624719536900.607,739740964066.946,857124990344.532,996469245693.858,1209996477297.73,1466149480564.83,1418668447670.53,1626058953369.58,1906060807193.34,2052891275800.41,1930423514701.75,1919784977902.52,1780659355969.3,1849124741125.58,1878260539942.56,1877875348076.98,1834354275856.43,1667961526440.19,1939712222007.44,2160815136190.98,2094668147144.99,2203604227426.38
Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,828950327.353261,984293043.811565,1159869245.92513,1284685050.52413,1707710053.14938,2073234417.68066,2257174480.78597,2717702923.09622,3677910895.15467,4540861725.50168,4142640316.75465,4136936189.28052,4507126949.08507,4071829462.26447,4422097762.7848,4579636601.80039,4010885990.83986,4357469330.46719,4803962015.62122,5433467174.79183,5483476883.4658,4723571497.76347,5823715809.63286,6251215144.13471,7644389159.84471,8270016670.86774
Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,1057408588.68269,1136896123.61298,1267997934.3125,1396555719.97409,1595297355.78349,1992066808.09598,2523471601.10421,3414055661.61598,4234999703.90059,5623216608.04288,4583850367.88972,7189481998.90094,10409797377.8571,12292770631.565,12582122604.2577,12226514668.0622,11619892590.6941,11181350649.3573,11480847740.736,13178094720.4986,14206359017.5143,13312981429.0891,15286441737.6686,17146471713.748,20325121393.9074,23794540024.5132
Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,,,,1284000000.0,1239000000.0,1210000000.0,1061000000.0,990000000.0,938000000.0,939000000.0,795000000.0,799000000.0,729000000.0,746000000.0,772000000.0,832000000.0,910000000.0,1230000000.0,1560000000.0,1301000000.0,1179000000.0,866000000.0,914000000.0,1096000000.0,,
Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,6285219691.22462,5930685214.61595,5650154067.10346,5950769426.60213,6583526860.58062,7937255565.35765,8868504899.94673,9509835536.93373,10811456005.9405,12920340964.6544,12263894790.0125,11411894723.864,14619279988.716,16688114144.0745,17198073057.1981,17978246586.0662,16208985769.615,12069051237.1711,13264640645.7768,15017358952.8452,15512759046.672,14235420174.1884,16168055475.4449,18883528581.3734,20921079532.6094,22745341305.0622
Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,1985922775.53351,1779520886.47015,1746063557.61355,1777057481.26043,2051147606.73687,2362501023.24249,2936019525.60241,3919577285.92703,4346212355.02975,5206437193.80413,4714595547.75102,5628878797.98257,6764627745.9033,6728208836.22143,7223071097.08417,6592537781.81518,6166863896.68677,6398747592.13185,6800135898.28827,7473550557.07378,7894764885.82312,8260752385.23089,9222536364.01272,9557966698.25369,10726838461.3987,10908045686.8808
Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,4402193195.46945,4726108622.47661,4675755867.17657,4906494249.38255,5894873919.74797,6667418752.07307,6576108447.47531,7137710412.93687,8277442915.00168,10127777060.4113,9264513545.14108,10144716154.9356,11677718382.4259,11832323837.1071,12434596541.2996,13230490081.5656,12162211503.0793,12757680846.5663,13896938315.2799,14957535715.9696,14645235204.6176,11566111137.5568,11622048696.8129,12936444123.3037,14072212290.4596,14937861786.17
Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,2584478924.06081,2537307580.32808,2498008664.6691,5087328437.8737,4669789300.35662,5058726350.48896,5320409651.47544,5818279739.14354,6451210219.11683,7743617352.21427,9009887946.82039,10128323010.6049,11648142958.3651,8773203178.16512,8031571927.62055,8801326169.14547,9219474379.31534,7909868618.46366,8943543793.5839,9879220354.29186,11051852712.6142,11769313597.8545,12378119199.0839,12429059928.102,13363669672.9405,11316411329.4619
Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,79148421052.6316,93789736842.1053,92783947368.4211,100845526315.789,110202368421.053,124749473684.211,143534405818.501,162692258307.056,193549569477.733,230811614370.384,202257453036.641,255017638455.59,297951668674.835,314443047642.111,323276235524.415,338066095097.254,301355266964.947,301256033870.334,319109094160.343,358788845712.53,365177721021.516,337456163961.211,373784553029.978,407830525989.553,399949418752.657,422227005428.688
North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,10312911118271.1,10999201631931.6,11324592049355.4,11693699517098.0,12356169212634.8,13248368139278.2,14217175927778.7,15140995757591.0,15949814312783.3,16329827601721.7,15859346076157.3,16672942337486.3,17399367444174.5,18088716899521.6,18696254170835.0,19362844040439.9,19769184098217.1,20230005494907.4,21133744509244.1,22265612481783.0,23132124767672.5,22723045707000.2,25344749345423.2,27803134368745.3,29474089705278.7,31003826557365.0
Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,3868551730.39163,3922232164.83175,3557341215.15159,3349169826.38896,4926439383.51425,6609205994.77406,7248374837.72056,8001779551.06323,8839536475.99963,8607431497.49471,8938847189.07592,11431412421.1316,12523359440.5499,13042053591.6857,12043307277.1235,12435430969.6301,11335161083.5061,10722018732.0936,12895153370.9132,13682019076.4022,12541928303.48,10583748541.5258,12402486183.6396,12569449123.3661,12408271449.2244,13372354511.716
New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,3647802049.80911,3420032041.07385,3297734891.14661,3740056747.71979,4915353827.10576,5895008977.9531,6238629487.01331,6979155387.86792,8819917180.34265,9067619760.07073,8704438102.20142,9364350076.91225,10351448004.7674,9659151917.40484,10151382933.1594,10635035594.7528,8738203074.3957,8724568954.89799,9174048681.98577,9896402283.68587,9475655324.59495,9454629467.91408,10071349663.8484,9623318718.31459,9769167530.35744,8548919387.12607
Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,2537789820.69295,2241753192.81158,2448714703.96617,2782192878.67204,3394084732.49543,3760443737.53797,4383315964.58718,4756361252.37923,5731485051.79069,7297600226.00536,7352131309.73341,7851192502.30917,8772950777.79176,9426912647.59111,10224897437.8648,10862943543.5419,9683867926.44282,10398861981.7583,11185104251.6943,12837307496.8821,12889555561.2299,13744653103.058,14915002436.069,15433852712.2963,16698786977.59,19876128485.7857
Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,59145077039.1437,69171451627.2465,73557840064.489,95054059302.6995,104738954264.226,135764731645.611,175670569969.346,238454997161.48,278260846800.103,339476276257.793,295008835380.997,366990417129.04,414466676831.16,463971018239.281,520117180313.906,574183763411.508,493026682800.63,404649125252.16,375745731053.427,421739251509.08,668219992691.462,598586817819.073,609147716972.859,646950257577.814,487387801880.597,252261880141.151
Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,4856026259.07657,5109587049.97449,5351752034.2221,5223727302.54906,5322228350.58068,5792932838.40051,6321324279.14826,6763672380.61154,7423375014.75729,8496967596.77008,8298702489.0801,8758602232.98358,9774329332.71276,10532017231.8253,10982988249.2103,11880438824.4494,12756696261.0676,13286093388.4752,13785893007.4769,13025221974.232,12699023614.245,12726422432.4868,14209020361.8508,15634572502.2294,17805842283.8725,19693982967.5926
Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,447778514140.155,417649282153.726,432536219668.898,475529972122.746,582435617081.96,661224886143.245,688133699635.797,737593995289.411,853499460872.552,957901566041.406,878954223140.234,852464982433.335,913140741332.687,845689017065.625,883951539006.669,901556501756.467,775743675302.734,797163949289.885,848233537845.884,929733599796.862,928903005576.469,932560861701.17,1054472123449.6,1046540797548.64,1135475867551.0,1214927698572.66
Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,162383706021.13,171457201935.968,174239354070.977,195914852576.467,229385469337.024,265268662473.297,309978579743.888,346915160681.708,402643260487.572,464917553191.489,387976400617.019,431052143940.438,501360549669.404,512777309840.997,526014468085.106,501736471832.848,388159512245.53,370956547619.048,401745275035.261,439788625883.8,408742840909.091,367633418886.627,503367986030.268,596297651035.798,482949731776.587,483592648313.301
Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,5033642384.10596,5494252207.90502,6007055042.17687,6050875806.66403,6330473096.54071,7273938314.71988,8130258377.90964,9043715355.8881,10325618017.379,12545438605.3959,12854985464.0764,16002656434.4746,21573872420.7008,21703100877.1309,22162204924.5726,22731612922.1906,24360801286.7638,24524109483.5293,28971588940.364,33111525237.149,34186180699.0255,33433659301.2466,36924841394.2605,41182939600.6209,41047772331.0994,42914268286.7109
Nauru,NRU,GDP (current US$),NY.GDP.MKTP.CD,27328612.6080962,26930980.3429002,22613287.5389074,21017423.6082043,24778159.5806639,30587565.7988334,30070666.0652533,29200359.3890386,22766972.1889659,37602264.7306872,44176245.5492433,47562844.6104251,65071879.7787162,101055722.95058,94385014.9425842,99149244.4001333,84863440.5801997,97541943.0355053,109355638.866955,130995566.30391,125160115.547819,124685688.161094,175390280.69162,152373433.909474,151435609.578807,162588620.632234
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,58762260625.8758,52623281956.7031,53872425916.6248,66627729311.4495,88250885550.2626,103905210084.034,114720129550.095,111538810712.665,137188946865.584,133437126590.286,121663439315.385,146887902524.052,168484908960.078,176560711239.147,191012364176.878,201518402787.38,178224167087.99,189100085275.23,206745969246.073,211985631173.205,213006341101.869,213029554653.687,253977931814.967,249509991440.438,255194972673.122,260172385097.616
